#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-02-21T13:31:39 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T13:31:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=RAICRS&-out=DEICRS&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS
246.0556729931	+17.3707209144	 80357	 9.13	246.05563138	+17.37076797
246.0565744086	-47.5875500518	 80358	 9.27	246.05686865	-47.58737583
246.0626477108	-35.6843626233	 80359	 9.10	246.06270316	-35.68426229
246.0669136923	+45.9444592008	 80360	 7.91	246.06694973	+45.94421843
246.0677686143	-55.2195462503	 80361	 7.82	246.06777769	-55.21952666
246.0683654627	+38.4782875996	 80362	 7.71	246.06840924	+38.47826361
246.0680597220	-56.0547146219	 80363	 7.96	246.06843597	-56.05470281
246.0726759183	+55.3319744122	 80364	 6.93	246.07269019	+55.33276094
246.0777543201	-59.3440657524	 80365	11.18	246.07779870	-59.34403486
246.0825415649	-13.6416592709	 80366	 8.40	246.08309261	-13.64115865
246.0830788902	-64.0617323983	 80367	 8.49	246.08321242	-64.06173269
246.0847918730	-77.4633945475	 80368	 8.43	246.08492781	-77.46327686
246.0861504297	-15.0684069700	 80369	 9.36	246.08642200	-15.06819855
246.0875218830	+26.4440525472	 80370	 9.19	246.08748111	+26.44407695
246.0888154140	-25.0254003840	 80371	 8.34	246.08885742	-25.02534295
246.1005620549	+10.2543336072	 80372	 6.93	246.10055052	+10.25435101
246.1018384446	-00.1966930043	 80373	 8.51	246.10183108	-00.19667898
246.1045984936	-22.6548765139	 80374	 8.01	246.10451898	-22.65483675
246.1055786384	+55.2050958396	 80375	 5.75	246.10552808	+55.20504560
246.1054659141	-48.3841099362	 80376	 9.12	246.10553673	-48.38399903
246.1064067078	-25.7071095946	 80377	 9.15	246.10647474	-25.70702873
246.1083159506	-17.7452574769	 80378	 9.66	246.10831641	-17.74524197
246.1100046869	+52.2894058710	 80379	 6.84	246.11002078	+52.28936618
246.1112731061	+05.5327190366	 80380	 8.57	246.11141508	+05.53260587
246.1136872684	-43.6565793817	 80381	 9.99	246.11443341	-43.65635728
246.1178791244	-84.4556623534	 80382	 8.67	246.11715033	-84.45547209
246.1191089078	-43.6585139386	 80383	11.06	246.11945760	-43.65835746
246.1195621164	-15.7691081107	 80384	10.04	246.11960389	-15.76921401
246.1247743708	-30.4819006831	 80385	 9.76	246.12489700	-30.48180927
246.1260282412	+07.9957879963	 80386	 9.64	246.12632822	+07.99614942
246.1267628658	-27.1511473180	 80387	 7.47	246.12682408	-27.15107620
246.1271681936	+32.4682996704	 80388	 7.58	246.12720141	+32.46833241
246.1311873002	-74.8679463963	 80389	 8.45	246.13135741	-74.86789657
246.1323125769	-37.5660440561	 80390	 5.42	246.13235569	-37.56597007
246.1332290295	-35.1752569974	 80391	 7.54	246.13308062	-35.17522681
246.1374131255	+17.6464842081	 80392	 9.12	246.13738183	+17.64648834
246.1474165273	+36.0275607428	 80393	 8.47	246.14746272	+36.02751184
246.1485684451	-45.8511805498	 80394	 7.64	246.14846833	-45.85109147
246.1512922013	-65.7217640876	 80395	 8.80	246.15131496	-65.72174948
246.1540203462	-09.8267038831	 80396	 9.11	246.15403564	-09.82667389
246.1631565284	-42.2298083437	 80397	 9.70	246.16326774	-42.22969525
246.1643747469	-02.4880927524	 80398	 7.21	246.16445126	-02.48805836
246.1657195164	-29.7046630612	 80399	 5.40	246.16552568	-29.70446361
246.1686110436	-26.8072432560	 80400	 8.37	246.16867828	-26.80717644
246.1690427219	-45.1805081864	 80401	 7.57	246.16905317	-45.18048636
246.1717100124	-06.5416503406	 80402	11.15	246.17173778	-06.54166366
246.1723658605	-17.5608701410	 80403	 8.60	246.17243607	-17.56075870
246.1736918024	+14.7444829955	 80404	 8.45	246.17375079	+14.74452169
246.1821649220	-34.8937583181	 80405	 7.01	246.18216993	-34.89371345
246.1884087225	+22.3829772171	 80406	 7.59	246.18847449	+22.38298429
246.1887379956	-38.1898238994	 80407	 9.72	246.18871205	-38.18974583
246.1890268939	-53.4642773699	 80408	 9.02	246.18906568	-53.46424079
246.1902580934	+27.7541027722	 80409	 8.57	246.19027265	+27.75410180
246.1906794368	-72.5857540836	 80410	 7.80	246.19063550	-72.58574966
246.1934310314	+43.1322590151	 80411	 9.97	246.19342477	+43.13230347
246.1960817512	-53.5820932408	 80412	 7.67	246.19609649	-53.58207822
246.1995099905	+08.6586990582	 80413	 8.37	246.19949637	+08.65860677
246.2003002921	+44.6899451687	 80414	 7.17	246.20027383	+44.68992920
246.2008811366	-57.0062697475	 80415	 7.69	246.20104066	-57.00616764
246.2026610972	-36.0841873069	 80416	 9.26	246.20270209	-36.08415080
246.2065263725	+39.4222099804	 80417	 8.88	246.20654953	+39.42212547
246.2100735333	-40.5897095535	 80418	 9.26	246.21007667	-40.58970355
246.2199234094	+41.5182204926	 80419	 9.03	246.21994834	+41.51822776
246.2228389159	+26.4490600046	 80420	 9.84	246.22286571	+26.44900189
246.2256453816	-45.3494985858	 80421	 6.32	246.22557137	-45.34946169
246.2262580108	-38.4489665847	 80422	 8.49	246.22628647	-38.44884355
246.2348241957	-51.4289555541	 80423	 9.32	246.23548859	-51.42903224
246.2369855450	-46.0290746349	 80424	10.08	246.23714637	-46.02898626
246.2464488325	-25.3549956189	 80425	 8.60	246.24647312	-25.35493573
246.2492584715	+50.4520591687	 80426	 7.79	246.24933455	+50.45201870
246.2510978600	+51.7166113474	 80427	 7.35	246.25109786	+51.71656383
246.2521124388	-41.5761657821	 80428	 9.47	246.25233877	-41.57607539
246.2557131308	+60.3037107108	 80429	 8.36	246.25569120	+60.30364144
246.2588640546	-50.7484876450	 80430	 7.89	246.25888088	-50.74846927
246.2644086966	-36.1441587901	 80431	 7.98	246.26444644	-36.14407812
246.2707984077	+29.2510998357	 80432	 8.91	246.27086535	+29.25112086
246.2728082871	+53.1265749165	 80433	 8.36	246.27280452	+53.12649692
246.2769266306	+31.7412045500	 80434	 8.83	246.27692000	+31.74123080
246.2781267709	+24.0565730589	 80435	 7.76	246.27810742	+24.05657967
246.2795214898	-50.9242634804	 80436	 8.19	246.27947653	-50.92420872
246.2835045853	-70.9604391557	 80437	 9.68	246.28353558	-70.96042868
246.2899958539	-65.0339798998	 80438	 8.20	246.29014546	-65.03387507
246.2944690150	+40.7316800516	 80439	11.31	246.29523288	+40.73175370
246.3041839204	-21.9373703870	 80440	10.40	246.30568812	-21.93654138
246.3090706439	+46.8685746196	 80441	 9.24	246.30910360	+46.86827588
246.3125192171	-09.8648263722	 80442	 8.38	246.31252985	-09.86477815
246.3131768300	-44.3675135575	 80443	10.31	246.31319621	-44.36749912
246.3160190189	+19.2397346422	 80444	 7.00	246.31599222	+19.23981417
246.3176945739	-50.7458252674	 80445	 8.29	246.31769757	-50.74578825
246.3189691692	-27.7213066439	 80446	 8.79	246.31903740	-27.72128788
246.3198807781	-16.1907882193	 80447	 9.19	246.31988584	-16.19071032
246.3232997398	-49.1478658753	 80448	 7.33	246.32364141	-49.14764348
246.3292212066	-13.1794062506	 80449	 8.95	246.32921891	-13.17938982
246.3298795176	+45.3786025515	 80451	 7.75	246.33009049	+45.37855151
246.3301622386	+01.2187381474	 80450	 8.70	246.33009232	+01.21876588
246.3349423620	+67.0723915644	 80452	 7.18	246.33494205	+67.07236162
246.3357560452	+65.5593352468	 80453	 9.60	246.33578436	+65.55920441
246.3375880987	-68.3196963950	 80454	 9.92	246.33846735	-68.31911513
246.3421925899	-63.1252168655	 80455	 6.14	246.34229561	-63.12523806
246.3453361000	-47.5286848368	 80456	 7.74	246.34549794	-47.52843308
246.3466557691	+42.5200164904	 80457	 7.78	246.34659519	+42.52012623
246.3504515771	-21.6885298058	 80458	 9.18	246.35046735	-21.68847541
246.3506988760	+37.3940791575	 80460	 5.53	246.35069083	+37.39407872
246.3525967661	+54.3041028765	 80459	10.13	246.35079602	+54.30451781
246.3511750136	-23.4602199883	 80461	 6.75	246.35119780	-23.46016953
246.3513197918	-24.4657132819	 80462	 7.88	246.35132580	-24.46565140
246.3539719248	+14.0332695740	 80463	 4.57	246.35387324	+14.03341514
246.3614151853	-19.8372845029	 80464	 9.01	246.36144490	-19.83720918
246.3620747797	+17.3029279441	 80465	 7.98	246.36215963	+17.30311009
246.3681407338	+73.5209049586	 80466	 8.54	246.36814339	+73.52093116
246.3717798404	+71.3845779324	 80467	 7.09	246.37162177	+71.38465537
246.3715814458	+43.7302612159	 80468	11.87	246.37191811	+43.72996989
246.3833107807	+51.1384716574	 80469	 7.23	246.38348541	+51.13852547
246.3883536368	-03.8665510161	 80470	 8.03	246.38837963	-03.86655403
246.3890738168	+25.2222454832	 80471	 8.44	246.38902105	+25.22229057
246.3955778130	-16.0849366187	 80472	 9.21	246.39564596	-16.08493465
246.3961731807	-23.4052125906	 80474	 7.27	246.39619609	-23.40514716
246.3963232473	-23.4471785011	 80473	 4.57	246.39633811	-23.44711764
246.4023283790	-32.0767316968	 80475	 7.40	246.40240032	-32.07662186
246.4079438561	+24.5573029108	 80476	 8.88	246.40804265	+24.55732639
246.4091972802	-10.0841040719	 80477	 8.09	246.40921977	-10.08410869
246.4130814228	-29.4004466039	 80478	 7.66	246.41310257	-29.40041209
246.4196446154	+09.3705997628	 80479	 6.73	246.41955337	+09.37064361
246.4299328963	+78.9638538634	 80480	 5.55	246.43136816	+78.96360053
246.4315471494	+08.6966027843	 80481	 8.90	246.43152293	+08.69654676
246.4343038960	-55.2234890733	 80482	 8.29	246.43434212	-55.22345174
246.4351293366	-66.6908660211	 80483	 9.13	246.43514586	-66.69085766
246.4355539038	+11.9190666389	 80484	 8.23	246.43577730	+11.91906258
246.4369592586	+50.2900676224	 80485	 8.37	246.43694271	+50.29017848
246.4381476942	-33.5671213368	 80486	 7.96	246.43819880	-33.56706750
246.4441341853	+28.7711945979	 80487	 9.62	246.44415537	+28.77121640
246.4477969489	+18.8924629976	 80488	 8.31	246.44784021	+18.89248689
246.4517287867	+30.2651273623	 80489	 9.01	246.45180443	+30.26532747
246.4525767565	-29.9184008458	 80490	 7.61	246.45248430	-29.91858795
246.4549559950	-27.8192202793	 80491	 9.19	246.45517093	-27.81914746
246.4610814063	-26.5684250515	 80493	 8.08	246.46111331	-26.56838118
246.4613419316	-06.0950000192	 80494	 9.16	246.46132069	-06.09500279
246.4616767507	+05.7019171208	 80492	 8.49	246.46159949	+05.70198085
246.4676509449	-14.0243855954	 80495	 9.48	246.46767973	-14.02432996
246.4731479521	-46.9506436921	 80496	 8.86	246.47316223	-46.95064289
246.4751128162	-30.4440860012	 80497	 8.90	246.47517016	-30.44401972
246.4751767205	+13.8240112856	 80498	 8.85	246.47517219	+13.82400623
246.4784047288	+18.2593018729	 80499	 8.92	246.47840478	+18.25929305
246.4795141711	+26.1408595917	 80500	 9.67	246.47952029	+26.14085405
246.4928481567	-62.4210897382	 80501	 8.32	246.49279487	-62.42113570
246.4968497537	-01.0916324522	 80502	10.30	246.49684319	-01.09122023
246.4983408558	+78.4638054264	 80503	 8.90	246.49825809	+78.46382735
246.5074644048	-31.2361469280	 80504	 8.34	246.50716536	-31.23586897
246.5095216640	-14.1228989900	 80505	 9.84	246.50959753	-14.12282199
246.5172535922	+35.4026496124	 80506	10.71	246.51725395	+35.40260472
246.5191080805	-81.1606892654	 80507	 9.63	246.51910033	-81.16066338
246.5230860400	+52.3022646328	 80508	 9.75	246.52309864	+52.30226823
246.5239407439	-06.9456066497	 80509	 9.50	246.52394640	-06.94564374
246.5322337281	-54.1551116105	 80510	 8.48	246.53227154	-54.15509868
246.5362985173	-34.9834935671	 80511	 8.16	246.53645975	-34.98323972
246.5387231953	+07.2698094497	 80512	10.03	246.53908424	+07.27010712
246.5414501050	+14.2955789776	 80513	 8.41	246.54150654	+14.29558712
246.5474417182	+11.4074928758	 80514	 6.11	246.54756086	+11.40746123
246.5483644894	+32.0818331145	 80515	 8.71	246.54873807	+32.08175874
246.5512495795	-08.2019657742	 80516	 8.50	246.55126257	-08.20196417
246.5522979569	+08.5128229226	 80517	 7.05	246.55249297	+08.51301744
246.5554169378	-34.9457055000	 80518	 8.95	246.55537415	-34.94573175
246.5676966509	-04.6758555822	 80519	 9.29	246.56770265	-04.67588961
246.5695993484	-78.5652871139	 80520	 8.97	246.56946314	-78.56523685
246.5720752306	+10.4872446833	 80521	 8.53	246.57211787	+10.48730535
246.5729301349	+02.1790729246	 80522	10.07	246.57278585	+02.18025731
246.5745657886	+23.0646732987	 80523	 7.88	246.57455258	+23.06468533
246.5775062296	-11.4861884194	 80524	 8.49	246.57755447	-11.48619260
246.5821948941	-45.7913912942	 80525	 7.50	246.58220082	-45.79138094
246.5856858914	-54.4456236028	 80526	 9.51	246.58572000	-54.44563595
246.5883156956	+02.5078391283	 80527	 6.66	246.58836810	+02.50779917
246.5895187197	+40.8094857910	 80528	 6.90	246.58944804	+40.80961760
246.5943912626	-53.4323630892	 80529	 7.94	246.59439881	-53.43233611
246.5984935973	+64.4623276975	 80530	10.29	246.59850944	+64.46225901
246.5996474709	-56.8845104678	 80531	 7.83	246.59966322	-56.88450444
246.6043697757	+15.0943387227	 80532	 7.29	246.60450632	+15.09432657
246.6086658634	-72.0141317632	 80533	 8.21	246.60874749	-72.01411035
246.6238163633	-21.7945394962	 80534	 9.92	246.62381084	-21.79452309
246.6246314541	-27.6889603726	 80535	 8.63	246.62466453	-27.68889764
246.6260960231	+18.4103709357	 80536	 8.34	246.62619954	+18.41027821
246.6318307202	-12.6047223211	 80537	10.07	246.63188763	-12.60467371
246.6334083165	+47.9576104305	 80538	 6.51	246.63367762	+47.95730316
246.6395101690	+15.6649537653	 80539	10.53	246.63948899	+15.66431030
246.6591522451	+37.7648988483	 80541	 8.68	246.65914585	+37.76489739
246.6593128613	-52.0818813089	 80540	 9.88	246.65936056	-52.08183017
246.6630306024	+05.3339987389	 80542	 7.82	246.66297348	+05.33400010
246.6633572027	+15.9726378933	 80543	 6.70	246.66335427	+15.97264606
246.6688933020	-19.1322914185	 80544	 9.54	246.66908939	-19.13217587
246.6707765955	-59.7691440951	 80545	 8.48	246.67077423	-59.76912730
246.6716609197	+09.2728867633	 80546	 6.66	246.67165991	+09.27292643
246.6722421994	+33.8449345137	 80547	 9.72	246.67230146	+33.84502267
246.6803197205	+10.9905365196	 80548	 6.68	246.68039910	+10.99062453
246.6811391011	+40.9140202755	 80549	 9.07	246.68103605	+40.91405547
246.6821073852	-12.4266157822	 80550	 8.61	246.68211413	-12.42663056
246.6881275145	+27.7603595087	 80551	 9.78	246.68811466	+27.76037329
246.6941197167	-33.0730808797	 80552	 9.16	246.69413303	-33.07307072
246.6951372809	+12.0556647333	 80553	 8.63	246.69519094	+12.05567990
246.7044313838	-71.7682490890	 80554	 7.27	246.70434818	-71.76820653
246.7062185922	+16.1717469860	 80555	 7.39	246.70619574	+16.17179567
246.7062619394	-31.2309832760	 80556	 9.27	246.70639582	-31.23104229
246.7076741724	-48.0443231842	 80557	 7.20	246.70770053	-48.04429358
246.7086452643	+02.3479438203	 80558	 6.06	246.70859435	+02.34798373
246.7100982813	-49.6061599731	 80559	10.69	246.70951682	-49.60598636
246.7109654984	-13.8485546471	 80560	 9.21	246.71098928	-13.84851797
246.7134456771	+85.6170690988	 80561	 8.63	246.71258505	+85.61698070
246.7325279346	-50.3665656785	 80562	 8.41	246.73257827	-50.36651330
246.7364257523	-43.7992076140	 80563	 7.91	246.73642848	-43.79920268
246.7373521413	+37.2388907439	 80564	 9.66	246.73734976	+37.23889123
246.7379981114	-27.1388296064	 80565	 9.46	246.73802892	-27.13879903
246.7404153686	+58.2437645036	 80566	 8.26	246.74042285	+58.24375658
246.7531632912	-82.5599078413	 80567	 6.80	246.75340036	-82.55986239
246.7558431097	+38.8431696004	 80568	 8.11	246.75595280	+38.84316034
246.7559786421	-18.4562509869	 80569	 4.22	246.75599294	-18.45619698
246.7569247126	-17.7686958306	 80570	 7.22	246.75689702	-17.76860590
246.7620433610	+34.0024521810	 80571	 8.89	246.76208256	+34.00256649
246.7640710798	+34.1517527739	 80572	 8.76	246.76412145	+34.15172876
246.7673935985	+19.3681395653	 80573	 9.47	246.76741828	+19.36820660
246.7684299209	-40.5547368153	 80574	 9.49	246.76843939	-40.55473210
246.7742431243	-65.7958736510	 80575	 9.03	246.77426251	-65.79586196
246.7769431417	-12.0910436619	 80576	 8.85	246.77689999	-12.09110428
246.7785056180	-59.5009398971	 80577	 8.51	246.77850648	-59.50093122
246.7871714425	-58.1215854505	 80578	 7.25	246.78726671	-58.12147627
              	              	 80579	 6.69	            	
246.7931004725	-47.7654153172	 80580	 9.73	246.79314014	-47.76539597
246.7937570996	-42.4681481233	 80581	 8.93	246.79375420	-42.46814929
246.7959831483	-47.5547860424	 80582	 4.46	246.79603256	-47.55473590
246.8006513947	-48.7879168508	 80583	 7.52	246.80073724	-48.78783533
246.8010245184	+18.9941454767	 80584	 8.38	246.80117294	+18.99412314
246.8015684298	+49.9507340158	 80585	 8.90	246.80156673	+49.95070062
246.8021818183	-27.1894250378	 80586	 8.20	246.80221745	-27.18936651
246.8037459535	-22.1267960456	 80587	 7.69	246.80447235	-22.12606445
246.8053284463	+45.3927172783	 80588	 8.88	246.80534236	+45.39275257
246.8091440274	+31.9341787339	 80589	 9.86	246.80973722	+31.93395002
246.8100573094	+39.8886760254	 80590	 8.73	246.81004391	+39.88865364
246.8107682061	-39.8227704410	 80591	 8.33	246.81081998	-39.82270275
246.8140114901	+41.2484993705	 80592	 8.63	246.81407330	+41.24845319
246.8154797880	-39.3107375440	 80593	 9.42	246.81552116	-39.31073086
246.8275485558	+26.8858577658	 80594	 9.28	246.82750648	+26.88587162
246.8292923416	-43.7697753051	 80595	 9.23	246.82926491	-43.76969551
246.8296683398	-56.1627327147	 80596	 9.75	246.82968126	-56.16273218
246.8349744809	+00.9249108794	 80597	 9.97	246.83502937	+00.92485206
246.8389163250	+06.2707594533	 80598	 8.98	246.83890339	+06.27078162
246.8499002062	-03.5415603274	 80599	 9.18	246.84995193	-03.54150056
246.8515898857	+09.9307137206	 80600	 8.70	246.85163857	+09.93067979
246.8548990893	+25.2212981201	 80601	 9.66	246.85495199	+25.22127870
246.8568660641	+21.2242375960	 80602	 7.99	246.85701161	+21.22413911
246.8591218731	-37.4770266872	 80603	 8.60	246.85925262	-37.47693909
246.8708792135	+20.3739147032	 80604	10.34	246.87086472	+20.37394054
246.8726316466	-66.3381652574	 80605	 8.23	246.87261475	-66.33810549
246.8731589315	-69.3260349478	 80606	 6.68	246.87320788	-69.32597467
246.8736692604	-29.2882738235	 80607	 7.01	246.87371240	-29.28824157
246.8785485997	-10.1428836470	 80608	 8.58	246.87871302	-10.14279097
246.8808278438	-25.1506139569	 80609	 9.61	246.88107705	-25.15048453
246.8844619508	+02.8706335008	 80610	 6.35	246.88444640	+02.87065873
246.8847731695	-83.4759662815	 80611	 8.37	246.88763456	-83.47556255
246.8884416362	-10.0079036489	 80612	10.82	246.88895061	-10.00711350
246.8911122416	+47.3417055350	 80613	 7.32	246.89109793	+47.34176591
246.8966209733	-52.4767056510	 80614	 8.21	246.89663917	-52.47667996
246.8967066007	-52.7684094051	 80615	 7.70	246.89691437	-52.76829794
246.9123709484	-03.5843835696	 80616	10.81	246.91229935	-03.58423008
246.9205692958	-08.2631507276	 80617	 9.91	246.92061908	-08.26312212
246.9250214977	-00.7874520762	 80618	 9.40	246.92502721	-00.78741467
246.9292877481	+53.4494627272	 80619	10.34	246.92929236	+53.44946963
246.9310682805	-07.5979290415	 80620	 5.24	246.93107061	-07.59755617
246.9314151758	-49.4405897912	 80621	 8.17	246.93154735	-49.44045176
246.9324554493	+20.8433593008	 80622	 8.39	246.93245792	+20.84332328
246.9366804267	+54.5277019907	 80623	 8.50	246.93671674	+54.52771339
246.9428389182	-81.9613820427	 80624	 7.28	246.94348010	-81.96127313
246.9439272406	+20.8953326940	 80625	 8.24	246.94384149	+20.89561826
246.9471795689	-73.0866691115	 80626	 8.12	246.94719703	-73.08665324
246.9488386091	-65.7441988875	 80627	 9.37	246.94886121	-65.74418795
246.9507803901	-08.3717311750	 80628	 4.62	246.95094563	-08.37170055
246.9541220971	-41.3082597906	 80629	 8.12	246.95401286	-41.30826944
246.9594995452	+62.3323958984	 80631	 8.71	246.95939381	+62.33236277
              	              	 80630	 9.64	            	
246.9614206340	-22.5953447297	 80632	 9.89	246.96151196	-22.59523482
246.9633308460	-64.6617417476	 80633	 8.62	246.96338179	-64.66177614
246.9653415683	+31.8768662986	 80634	10.22	246.96528378	+31.87692225
246.9674081355	-66.3681154705	 80635	 9.21	246.96767074	-66.36807787
246.9680841493	+02.3095407515	 80637	 8.42	246.96804158	+02.30961938
246.9680615206	-35.7834355021	 80636	 9.37	246.96810062	-35.78337345
246.9709451267	-69.8613745250	 80638	 7.22	246.97102137	-69.86135790
246.9748145045	+21.6529346004	 80639	 8.02	246.97493506	+21.65297259
246.9757407182	-59.8487339564	 80640	 8.65	246.97577643	-59.84871388
246.9776564312	+25.9843527775	 80641	 6.88	246.97770018	+25.98431559
246.9828809251	-61.6259221612	 80642	 7.68	246.98298654	-61.62589438
246.9867048155	-58.8080238069	 80643	 9.34	246.98674419	-58.80802930
246.9871173844	+07.3054494947	 80644	 8.83	246.98772289	+07.30608720
246.9883590332	+25.1936826168	 80646	 8.18	246.98832398	+25.19382128
246.9889348388	-64.0579417608	 80645	 5.28	246.98864198	-64.05800515
246.9901744506	-62.5989790652	 80647	 8.03	246.99031842	-62.59891660
246.9904210940	+32.6994689939	 80648	 6.87	246.99047421	+32.69947648
246.9915417048	-53.6166003930	 80649	 9.15	246.99175928	-53.61617998
246.9958902447	+68.7681371113	 80650	 4.94	246.99605488	+68.76805491
246.9962594341	-46.2508311242	 80652	 7.00	246.99629388	-46.25075427
246.9963985439	-73.0218045473	 80651	 7.64	246.99631922	-73.02179728
246.9970933356	-40.9555853183	 80653	 9.60	246.99710534	-40.95555586
247.0010539645	-60.7392297421	 80654	 7.92	247.00125292	-60.73919552
247.0016813064	-17.8447096097	 80655	 8.30	247.00194663	-17.84480253
247.0051603337	+51.5920898721	 80656	 7.30	247.00524707	+51.59205932
247.0061662756	+15.7365547244	 80657	 8.09	247.00620279	+15.73657203
247.0106931339	-13.1029133835	 80658	 8.65	247.01075672	-13.10292663
247.0219419441	-43.6611426024	 80659	 9.53	247.02194312	-43.66114146
247.0291490916	+41.4592772669	 80660	 8.88	247.02922641	+41.45922501
247.0337203782	-51.2748271178	 80661	 8.40	247.03372201	-51.27480009
247.0341722946	+17.4910888239	 80662	 9.21	247.03420234	+17.49107356
247.0345084782	-42.7197563944	 80664	 9.69	247.03451397	-42.71960920
247.0346163809	-46.9011888664	 80663	10.20	247.03465078	-46.90114079
